0.00125	1	0	1	2.5
0.00375	1	0	1	2.5
0.00625	1	0	1	2.5
0.00875	1	0	1	2.5
0.01125	1	0	1	2.5
0.01375	1	0	1	2.5
0.01625	1	0	1	2.5
0.01875	1	0	1	2.5
0.02125	1	0	1	2.5
0.02375	1	0	1	2.5
0.02625	1	0	1	2.5
0.02875	1	0	1	2.5
0.03125	1	0	1	2.5
0.03375	1	0	1	2.5
0.03625	1	0	1	2.5
0.03875	1	0	1	2.5
0.04125	1	0	1	2.5
0.04375	1	0	1	2.5
0.04625	1	0	1	2.5
0.04875	1	0	1	2.5
0.05125	1	0	1	2.5
0.05375	1	0	1	2.5
0.05625	1	0	1	2.5
0.05875	1	0	1	2.5
0.06125	1	0	1	2.5
0.06375	1	0	1	2.5
0.06625	1	0	1	2.5
0.06875	1	0	1	2.5
0.07125	1	0	1	2.5
0.07375	1	0	1	2.5
0.07625	1	0	1	2.5
0.07875	1	0	1	2.5
0.08125	1	0	1	2.5
0.08375	1	0	1	2.5
0.08625	1	0	1	2.5
0.08875	1	0	1	2.5
0.09125	1	0	1	2.5
0.09375	1	0	1	2.5
0.09625	1	0	1	2.5
0.09875	1	0	1	2.5
0.10125	1	0	1	2.5
0.10375	1	0	1	2.5
0.10625	1	0	1	2.5
0.10875	1	0	1	2.5
0.11125	1	0	1	2.5
0.11375	1	0	1	2.5
0.11625	1	0	1	2.5
0.11875	1	0	1	2.5
0.12125	1	0	1	2.5
0.12375	1	0	1	2.5
0.12625	1	0	1	2.5
0.12875	1	0	1	2.5
0.13125	1	0	1	2.5
0.13375	1	0	1	2.5
0.13625	1	0	1	2.5
0.13875	1	0	1	2.5
0.14125	1	0	1	2.5
0.14375	1	0	1	2.5
0.14625	1	0	1	2.5
0.14875	1	0	1	2.5
0.15125	1	0	1	2.5
0.15375	1	0	1	2.5
0.15625	1	0	1	2.5
0.15875	1	0	1	2.5
0.16125	1	0	1	2.5
0.16375	1	0	1	2.5
0.16625	1	0	1	2.5
0.16875	1	0	1	2.5
0.17125	1	0	1	2.5
0.17375	1	0	1	2.5
0.17625	1	0	1	2.5
0.17875	1	0	1	2.5
0.18125	1	0	1	2.5
0.18375	1	0	1	2.5
0.18625	1	0	1	2.5
0.18875	1	0	1	2.5
0.19125	1	0	1	2.5
0.19375	1	0	1	2.5
0.19625	1	0	1	2.5
0.19875	1	0	1	2.5
0.20125	1	0	1	2.5
0.20375	1	0	1	2.5
0.20625	1	0	1	2.5
0.20875	1	0	1	2.5
0.21125	1	0	1	2.5
0.21375	1	0	1	2.5
0.21625	1	0	1	2.5
0.21875	1	0	1	2.5
0.22125	1	0	1	2.5
0.22375	1	0	1	2.5
0.22625	1	0	1	2.5
0.22875	1	0	1	2.5
0.23125	1	0	1	2.5
0.23375	1	0	1	2.5
0.23625	1	0	1	2.5
0.23875	1	0	1	2.5
0.24125	1	0	1	2.5
0.24375	1	0	1	2.5
0.24625	1	0	1	2.5
0.24875	1	0	1	2.5
0.25125	1	0	1	2.5
0.25375	1	0	1	2.5
0.25625	1	0	1	2.5
0.25875	1	0	1	2.5
0.26125	1	0	1	2.5
0.26375	1	0	1	2.5
0.26625	1	0	1	2.5
0.26875	1	0	1	2.5
0.27125	1	0	1	2.5
0.27375	1	0	1	2.5
0.27625	1	0	1	2.5
0.27875	1	0	1	2.5
0.28125	1	0	1	2.5
0.28375	1	0	1	2.5
0.28625	1	0	1	2.5
0.28875	1	0	1	2.5
0.29125	1	0	1	2.5
0.29375	1	0	1	2.5
0.29625	1	1.97559e-16	1	2.5
0.29875	1	1.38435e-15	1	2.5
0.30125	1	6.99841e-15	1	2.5
0.30375	1	3.44389e-14	1	2.5
0.30625	1	1.61311e-13	1	2.5
0.30875	1	7.22423e-13	1	2.5
0.31125	1	3.09373e-12	1	2.5
0.31375	1	1.26779e-11	1	2.5
0.31625	1	4.97477e-11	1	2.5
0.31875	1	1.86977e-10	1	2.5
0.32125	1	6.73302e-10	1	2.5
0.32375	1	2.32346e-09	1	2.5
0.32625	1	7.68493e-09	1	2.5
0.32875	1	2.43656e-08	1	2.5
0.33125	1	7.40585e-08	1	2.5
0.33375	1	2.15794e-07	1	2.5
0.33625	0.999999	6.02767e-07	0.999999	2.5
0.33875	0.999999	1.61385e-06	0.999998	2.5
0.34125	0.999997	4.14104e-06	0.999995	2.5
0.34375	0.999991	1.01811e-05	0.999988	2.49999
0.34625	0.99998	2.39766e-05	0.999972	2.49998
0.34875	0.999954	5.40688e-05	0.999936	2.49995
0.35125	0.999901	0.000116708	0.999862	2.4999
0.35375	0.999796	0.000241025	0.999715	2.4998
0.35625	0.999598	0.000476056	0.999437	2.4996
0.35875	0.999241	0.000898954	0.998937	2.49924
0.36125	0.99863	0.00162262	0.998082	2.49863
0.36375	0.997636	0.00279974	0.996693	2.49764
0.36625	0.996103	0.00461978	0.994549	2.4961
0.36875	0.993851	0.00729642	0.991404	2.49385
0.37125	0.990704	0.0110457	0.987014	2.49069
0.37375	0.98651	0.016059	0.981173	2.48648
0.37625	0.981162	0.0224778	0.973741	2.48109
0.37875	0.974616	0.0303768	0.964665	2.47448
0.38125	0.966886	0.0397595	0.953983	2.46664
0.38375	0.958047	0.050566	0.941809	2.45763
0.38625	0.948211	0.0626894	0.928314	2.44754
0.38875	0.93751	0.0759939	0.9137	2.43651
0.39125	0.926088	0.0903332	0.898172	2.42464
0.39375	0.91408	0.105563	0.881931	2.41207
0.39625	0.901609	0.121551	0.865154	2.39892
0.39875	0.888785	0.13818	0.847998	2.38527
0.40125	0.875699	0.155349	0.830593	2.37123
0.40375	0.862426	0.172973	0.813046	2.35686
0.40625	0.849031	0.190983	0.795445	2.34221
0.40875	0.835564	0.209323	0.777861	2.32735
0.41125	0.822066	0.227945	0.760348	2.31231
0.41375	0.808569	0.246811	0.742952	2.29712
0.41625	0.795102	0.265892	0.725707	2.28181
0.41875	0.781685	0.285163	0.708642	2.26639
0.42125	0.768335	0.304603	0.691777	2.2509
0.42375	0.755067	0.324197	0.675129	2.23533
0.42625	0.74189	0.343932	0.658711	2.21971
0.42875	0.728814	0.363799	0.642531	2.20403
0.43125	0.715844	0.38379	0.626597	2.18831
0.43375	0.702986	0.403901	0.610912	2.17256
0.43625	0.690243	0.424129	0.595478	2.15677
0.43875	0.677617	0.444472	0.580296	2.14094
0.44125	0.665107	0.464934	0.565363	2.12508
0.44375	0.652712	0.485519	0.550677	2.10919
0.44625	0.640429	0.506236	0.536231	2.09325
0.44875	0.628251	0.5271	0.522015	2.07725
0.45125	0.616166	0.548138	0.508015	2.06119
0.45375	0.604154	0.569393	0.494206	2.04503
0.45625	0.592177	0.590953	0.480544	2.02872
0.45875	0.580152	0.613017	0.466937	2.01213
0.46125	0.567848	0.636237	0.453131	1.99495
0.46375	0.55412	0.663684	0.437868	1.97551
0.46625	0.535388	0.700803	0.417268	1.94844
0.46875	0.514174	0.742084	0.394284	1.91707
0.47125	0.496472	0.77692	0.375405	1.89036
0.47375	0.483399	0.803576	0.361645	1.87033
0.47625	0.472745	0.82607	0.350548	1.85379
0.47875	0.463005	0.847106	0.340491	1.83848
0.48125	0.45373	0.867476	0.330995	1.82374
0.48375	0.444829	0.887333	0.321957	1.80944
0.48625	0.436297	0.906659	0.313361	1.79557
